state,admin1_pcode,district,township,admin3_pcode,population_2021_proj,fs_pin,fs_targeted,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,conflict_score,fatalities,admin2_pcode,total_population_2015,area_sown_acres,population_density,vulnerability_band,old_conflict_score,old_conflict_env,approximate_vulnerable_population,flood_prob,flood_count,band_text,avg_safe_sanitation_improved_drinking_water,average_good_roof_and_wall,highest_education_at_least_middle_school_percent_14,electricity_for_lighting_percent_15,id_card_with_id_total_percent_16,female_literacy_percent_literate,child_dependency_ratio_31,unpaid_family_worker_percent,conflict_env,vul_score,mdp_score_old,d_water_2015,d_house_2015,d_electricity_2015,d_literacy_2015,d_child_2015,d_unpaid_2015,d_water_2019,d_house_2019,d_electricity_2019,d_literacy_2019,d_child_2019,d_unpaid_2019,water_2019,house_2019,edu_2019,electricity_2019,id_card_2019,female_literacy_2019,child_dependency_2019,unpaid_2019,mdp_adjust,cluster
Ayeyarwady,MMR017,Maubin,Nyaungdon,MMR017021,215840.9497225939,65400,8502.024990500482,0,7,1,7,4,0.01985892976717776,1,MMR017D005,215906,187074,239.43105804301263,5,0,0,101566.42023458256,0.26666666666666666,4,5. Agricultural areas with high profits,0.420069920509365,0.5675670397062558,0.6980722399141703,0.9160953887619383,0.2576314317992492,0.08163082666393917,0.4485551444855515,0.08771439330830413,0.027428972137731558,0.23771228527005173,0.4346670481435967,0.3633691877415228,0.640992533279035,0.9085236754130321,0.07323112424908798,0.45752855204977055,0.09440957644555706,0.2046668581872988,0.4949996461031796,0.796,0.10699999999999998,0.43299999999999994,0.43498037331845385,0.23660341534185522,0.181222333797105,0.6980722399141703,0.8026339314966,0.2576314317992492,0.11927303510092253,0.42450766556994196,0.4041331502916976,0.3905096504139427,D
Ayeyarwady,MMR017,Maubin,Danubyu,MMR017022,179298.96276896607,54328,7063.413880781774,0,4,1,2,1,0.01194374513422351,1,MMR017D005,179353,223534,238.0697198396546,5,0,0,77045.83509050828,0.26666666666666666,4,5. Agricultural areas with high profits,0.18406366497756554,0.6357456972565128,0.6377574189981637,0.9069803781503225,0.25616816784204066,0.05331999245950603,0.422084693894996,0.05945197483183894,0.016242248547266733,0.1976657371055033,0.39444649855136826,0.3633691877415228,0.640992533279035,0.9085236754130321,0.07323112424908798,0.45752855204977055,0.09440957644555706,0.2046668581872988,0.4949996461031796,0.796,0.10699999999999998,0.43299999999999994,0.43498037331845385,0.10367343541575985,0.2029915602884914,0.6377574189981637,0.7946478452302761,0.25616816784204066,0.0779073003680972,0.39945632166066886,0.2739175746835969,0.3433149530608869,D
Ayeyarwady,MMR017,Myaungmya,Myaungmya,MMR017014,298547.0237154422,90460,11760.23274045477,0,6,3,15,2,0.03387013320368827,0,MMR017D003,298637,294485,259.5116188558383,4,0,0,149611.11366756546,0.13333333333333333,2,4. Very low access to services and infrastructure,0.4292147736202623,0.850148098893792,0.6661594354516577,0.8440730218219186,0.3352283612797895,0.1033242722845169,0.47313901391906366,0.07102398147453999,0.047231347860142575,0.26453628090438336,0.4715388698431926,0.4575330540879306,0.8063928462928118,0.8896661069825254,0.11183256132299217,0.47465698794673433,0.08008658312813394,0.2669134997516145,0.6200012419274714,0.794,0.127,0.44200000000000006,0.6351139792389463,0.2503933133322077,0.2813963509548887,0.6661594354516577,0.7533095551989677,0.3352283612797895,0.11733776303517245,0.4405864644632479,0.5632444503658942,0.42595696176022824,D
Ayeyarwady,MMR017,Myaungmya,Einme,MMR017015,194042.51934686952,58795,7642.66517759526,0,0,1,4,0,0.00857216347000229,0,MMR017D003,194101,281640,259.1224369589217,4,0,0,98281.3880690742,0.13333333333333333,2,4. Very low access to services and infrastructure,0.4034441933053493,0.7726186632224734,0.7391350701713577,0.9296308255300829,0.2941225644653077,0.12063870079192018,0.48012813289763856,0.07484406147514629,0.011477109906875374,0.2557732055769638,0.47682027648240954,0.4575330540879306,0.8063928462928118,0.8896661069825254,0.11183256132299217,0.47465698794673433,0.08008658312813394,0.2669134997516145,0.6200012419274714,0.794,0.127,0.44200000000000006,0.6351139792389463,0.2353593923487381,0.2557343512187388,0.7391350701713577,0.8296672984142174,0.2941225644653077,0.13700048375288285,0.44709472341018414,0.593538990542673,0.4414566092905124,D
Ayeyarwady,MMR017,Myaungmya,Wakema,MMR017017,289018.8953086076,87573,11383.545731921822,1,3,1,15,1,0.01771814004326689,1,MMR017D003,289106,408054,244.8234590206364,4,0,0,151170.0898550526,0.13333333333333333,2,4. Very low access to services and infrastructure,0.5230992764796585,0.7838705373028111,0.7249802539058737,0.909930613213142,0.3238905156390828,0.11470904758244282,0.47255176876617777,0.09296769547236368,0.02440334178073508,0.2765708615055046,0.49324996354519396,0.4575330540879306,0.8063928462928118,0.8896661069825254,0.11183256132299217,0.47465698794673433,0.08008658312813394,0.2669134997516145,0.6200012419274714,0.794,0.127,0.44200000000000006,0.6351139792389463,0.30516321685446984,0.2594586862042911,0.7249802539058737,0.8120854568032068,0.3238905156390828,0.13026661350351393,0.44003962250333417,0.7372656031242927,0.4666437460672581,A1
Ayeyarwady,MMR017,Pathein,Pathein,MMR017001,380870.2131022873,115404,15001.522321111168,8,19,15,67,17,0.18163299130357097,34,MMR017D001,380985,143137,246.16725832341157,6,0,0,145430.60704555796,0.26666666666666666,4,6. Secondary cities/towns in agricultural areas,0.24990371935065991,0.7006313676520359,0.5287105995812211,0.6258008799467831,0.20688756199528224,0.06265779868134402,0.3723987690807714,0.04388590669376294,0.2560682009663105,0.23087897948386427,0.34885957537273266,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.13699236670542594,0.1372440127553033,0.5287105995812211,0.5642243442452037,0.20688756199528224,0.0804758024184659,0.37239107167579105,0.2064157291206283,0.2791676860621652,A2
Ayeyarwady,MMR017,Pathein,Kangyidaunt,MMR017002,177936.37342697513,53915,7009.08625177284,2,9,0,11,3,0.01707950564139284,5,MMR017D001,177990,238923,224.26838352878067,4,0,0,88795.1149009701,0.26666666666666666,4,4. Very low access to services and infrastructure,0.34768188800446864,0.8366499092305544,0.7156884671501752,0.9348787413303542,0.2765232449341545,0.08543698380850162,0.4602456478359595,0.08175178404345944,0.02350074419641817,0.246587864876842,0.46735708329220343,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.19059246025670337,0.16388816732394534,0.7156884671501752,0.8428900656399787,0.2765232449341545,0.1097327064292448,0.46023613465429514,0.3845164742293243,0.3930084650772277,D
Ayeyarwady,MMR017,Pathein,Thabaung,MMR017003,154353.48085355895,46769,6080.016389222492,0,1,0,0,2,0.00325134854604748,2,MMR017D001,154400,181914,72.81974487864807,4,0,0,77950.7682675231,0.26666666666666666,4,4. Very low access to services and infrastructure,0.37599699223890215,0.7695705883932649,0.7189534440109775,0.9409995434648334,0.32175200774619817,0.0853714390400292,0.4844603427135372,0.08914637222434682,0.00395707233472761,0.25145613770712755,0.4732813412290112,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.206114250619267,0.1507482543973202,0.7189534440109775,0.848408603055386,0.32175200774619817,0.10964852268918117,0.48445032901917406,0.41929664458231775,0.40742150701497776,D
Ayeyarwady,MMR017,Pathein,Ngapudaw,MMR017004,324381.2377842096,98288,12776.623054800893,2,4,0,15,2,0.01397234051134143,5,MMR017D001,324479,225530,100.5611414055591,4,0,0,167250.4615953902,0.2,3,4. Very low access to services and infrastructure,0.5175468350467045,0.8880785889474508,0.6271945314725149,0.9359442675990189,0.3164473353856613,0.07773703789402475,0.47354117551028246,0.06921392235402271,0.01910931189614062,0.2652497241571863,0.48821296177621004,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.28370912605132265,0.17396233571110725,0.6271945314725149,0.8438507479903528,0.3164473353856613,0.099843126215971,0.47353138751283075,0.325545108312291,0.39301046233150644,D
Ayeyarwady,MMR017,Pathein,Kyonpyaw,MMR017005,235655.97785729854,71404,9281.51105795806,1,11,0,13,2,0.01782387870968553,6,MMR017D001,235727,243288,285.5233082957942,4,0,0,105483.80103497417,0.2,3,4. Very low access to services and infrastructure,0.03419176976869276,0.7065290478752018,0.6835944396257263,0.9040142549757935,0.32304616141577724,0.09588759424263182,0.45429330030372306,0.07846760221306799,0.02455278481825121,0.20958864086202386,0.4100030213025768,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.01874326430447297,0.13839928689395256,0.6835944396257263,0.8150625327426968,0.32304616141577724,0.12315515787422081,0.45428391015584224,0.36906944719589824,0.36566927502607344,D
Ayeyarwady,MMR017,Pathein,Yegyi,MMR017006,194041.51964815924,58795,7642.704552480257,1,11,0,16,3,0.01995277960304584,3,MMR017D001,194100,199184,149.10428427405347,5,0,0,84096.63008418102,0.3333333333333333,5,5. Agricultural areas with high profits,0.1820960268165237,0.7046435965690624,0.64767333141542,0.862565315981465,0.2532403414701214,0.07149426206565646,0.41785299016372834,0.05691377004512105,0.027561612400915772,0.20386711525285367,0.3995599543158873,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.09982150624275779,0.13802995301160517,0.64767333141542,0.7776920189368948,0.2532403414701214,0.09182509167470765,0.417844353229467,0.267691799621336,0.33672729945028873,D
Ayeyarwady,MMR017,Pathein,Kyaunggon,MMR017007,162985.87921606208,49385,6419.986217708902,0,6,0,6,0,0.00725013045297919,0,MMR017D001,163035,243871,238.35907206094348,5,0,0,73754.53742678679,0.26666666666666666,4,5. Agricultural areas with high profits,0.10084053910439117,0.695328728080769,0.6956147989371916,0.926935896816579,0.29007513029352705,0.08753667852400715,0.43279110787580144,0.08670441982717776,0.009608648383270234,0.20936293665220468,0.4144784124324305,0.27161429842092,0.7601030004029139,0.8495972903836838,0.07863777031894034,0.436009012215455,0.06817452377098802,0.14889368460941,0.5639991292452653,0.766,0.10099999999999998,0.43600000000000005,0.3206563357534562,0.055278825571929695,0.13620529886586583,0.6956147989371916,0.8357287682036321,0.29007513029352705,0.11242949151618135,0.4327821621737588,0.4078110123483333,0.37074068598880244,D
Ayeyarwady,MMR017,Pyapon,Pyapon,MMR017023,314027.3582427568,95150,12370.462376100239,0,18,2,16,6,0.04198131509655155,7,MMR017D006,314122,283445,220.84037084902027,4,0,0,165809.82192478687,0.26666666666666666,4,4. Very low access to services and infrastructure,0.7299757980868964,0.8573167569436442,0.6542413683877099,0.8486372017978564,0.34775008618417047,0.08584043245690998,0.5215802244464665,0.0463893902216454,0.05869507916082078,0.2971345287022287,0.5114664073156624,0.66649606874920575,0.8466341052397857,0.8987930330736535,0.0783876707307259,0.5086445439950903,0.06813527648881462,0.40557590654152387,0.7095010106953394,0.8200000000000001,0.08999999999999997,0.45999999999999996,0.28531400144676855,0.44420456465418307,0.41069337833039377,0.6542413683877099,0.7742410987482773,0.34775008618417047,0.09855681192085285,0.47169856843621316,0.19425389065510068,0.42445497091461265,D
Ayeyarwady,MMR017,Pyapon,Bogale,MMR017024,322567.78432392236,97738,12706.054975718567,2,9,0,15,2,0.0175200881918624,3,MMR017D006,322665,413614,159.01072355213503,4,0,0,178503.61889530157,0.2,3,4. Very low access to services and infrastructure,0.673075657678287,0.8624369958019136,0.6725204147169466,0.9163277929119454,0.40433864663806574,0.09619839215151915,0.5203020555738909,0.08222435160850394,0.024123430266224405,0.30304240664561394,0.5284280383851341,0.66649606874920575,0.8466341052397857,0.8987930330736535,0.0783876707307259,0.5086445439950903,0.06813527648881462,0.40557590654152387,0.7095010106953394,0.8200000000000001,0.08999999999999997,0.45999999999999996,0.28531400144676855,0.40957971522053177,0.41314620358725446,0.6725204147169466,0.8359975684482427,0.40433864663806574,0.11044919708582525,0.47054263805550617,0.3443114929993651,0.4576107345939673,A1
Ayeyarwady,MMR017,Pyapon,Kyaiklat,MMR017025,193281.7486284138,58564,7612.631939322028,0,8,0,10,2,0.01306438064163614,2,MMR017D006,193340,271134,311.31295799313386,4,0,0,100013.43022440444,0.13333333333333333,2,4. Very low access to services and infrastructure,0.5831123708512389,0.7925162293133401,0.7462740785830699,0.9118359696443266,0.2311488699374169,0.05481948406948778,0.49279745648718054,0.08714290346638996,0.017826070055976934,0.2625053909976156,0.48745592029405627,0.66649606874920575,0.8466341052397857,0.8987930330736535,0.0783876707307259,0.5086445439950903,0.06813527648881462,0.40557590654152387,0.7095010106953394,0.8200000000000001,0.08999999999999997,0.45999999999999996,0.28531400144676855,0.3548352938786187,0.3796510040917773,0.7462740785830699,0.8318995225757112,0.2311488699374169,0.06294042826201746,0.44566845877008193,0.3649077506828174,0.42716567584768883,D
Ayeyarwady,MMR017,Pyapon,Dedaye,MMR017026,202864.86046430896,61468,7991.1531492459535,0,3,1,2,1,0.01106868053854455,0,MMR017D006,202926,NA,225.72811396579283,4,0,0,107399.94607616038,0.2,3,4. Very low access to services and infrastructure,0.6372145649043406,0.856531577864637,0.715095870677158,0.936124254268669,0.29523011107960495,0.06098576246313636,0.4851829033500192,0.06128487418786137,0.015005498400604807,0.27368205973237186,0.5059562398494283,0.66649606874920575,0.8466341052397857,0.8987930330736535,0.0783876707307259,0.5086445439950903,0.06813527648881462,0.40557590654152387,0.7095010106953394,0.8200000000000001,0.08999999999999997,0.45999999999999996,0.28531400144676855,0.38775753817654995,0.410317242152091,0.715095870677158,0.8540585654911326,0.29523011107960495,0.07002017754216591,0.4387821282580456,0.256628190032677,0.4284862279261782,D
Bago (East),MMR111,Bago,Bago,MMR007001,498305.6738756886,117102,17564.725000187475,0,19,11,28,16,0.14302192786193588,122,MMR007D001,491434,172830,168.72215234247676,6,0,0,171340.41024489186,0.26666666666666666,4,6. Secondary cities/towns in agricultural areas,0.22437740357689573,0.5354795952656536,0.5615115557115256,0.470634357614905,0.3102360483572495,0.09699999999999998,0.43700000000000006,0.02743009585505741,0.20149824280549117,0.22415669362692686,0.3329586320476608,0.3553032550304353,0.6421772979110929,0.7063943309648774,0.09307277337452033,0.5084651197067968,0.054741387508878414,0.16657345209551866,0.44650107349992507,0.5509999999999999,0.10099999999999998,0.43299999999999994,0,0.10519272806220512,0.13889728740062066,0.5615115557115256,0.3671030749802354,0.3102360483572495,0.10526171773755298,0.3721415543884566,0,0.24504299582973071,A2
Bago (East),MMR111,Bago,Thanatpin,MMR007002,147318.53400533367,34620,3462.014450934979,NA,NA,NA,NA,NA,0,NA,MMR007D001,145287,316393,153.58426065465528,4,0,0,77956.41023012677,0.2,3,4. Very low access to services and infrastructure,0.8318627601684754,0.6677683155532327,0.6699020943658609,0.8635595044117195,0.43062478265909354,0.1140000000000001,0.597,0.03955381583757612,0,0.30682308634034294,0.5267839091244947,0.3553032550304353,0.6421772979110929,0.7063943309648774,0.09307277337452033,0.5084651197067968,0.054741387508878414,0.16657345209551866,0.44650107349992507,0.5509999999999999,0.10099999999999998,0.43299999999999994,0,0.3899943208206743,0.17321146961054878,0.6699020943658609,0.6735915990165494,0.43062478265909354,0.12370964765032014,0.5083947550798823,0,0.37117858365036616,D
Bago (East),MMR111,Bago,Kawa,MMR007003,200122.70765377962,47029,7053.674570218364,2,5,0,3,1,0.00782728921444747,2,MMR007D001,197363,373201,169.08741338037933,4,0,0,105321.243831543,0.2,3,4. Very low access to services and infrastructure,0.7087791644058601,0.6930330982094411,0.7100660784236141,0.9043950081389039,0.3436512663800695,0.07399999999999995,0.5529999999999999,0.07423473351634122,0.010424360944854643,0.2865563152016269,0.5076449186342787,0.3553032550304353,0.6421772979110929,0.7063943309648774,0.09307277337452033,0.5084651197067968,0.054741387508878414,0.16657345209551866,0.44650107349992507,0.5509999999999999,0.10099999999999998,0.43299999999999994,0,0.33229020707493356,0.1797648654985334,0.7100660784236141,0.7054440100104838,0.3436512663800695,0.08030275373792699,0.4709251248897402,0,0.3528055382519127,D
Bago (East),MMR111,Bago,Waw,MMR007004,178475.18666098692,41942,4193.833120107248,0,6,0,3,4,0.01112105195681691,6,MMR007D001,176014,288025,184.80328329755432,4,0,0,91316.8781358852,0.26666666666666666,4,4. Very low access to services and infrastructure,0.6895747377504517,0.6620419059946606,0.6393209111648968,0.8573470323328749,0.3389966868284977,0.09699999999999998,0.581,0.06973019228096865,0.015079516204032199,0.28341633300283603,0.49187643329404385,0.3553032550304353,0.6421772979110929,0.7063943309648774,0.09307277337452033,0.5084651197067968,0.054741387508878414,0.16657345209551866,0.44650107349992507,0.5509999999999999,0.10099999999999998,0.43299999999999994,0,0.3232867780373005,0.1717261044140728,0.6393209111648968,0.6687457615495815,0.3389966868284977,0.10526171773755298,0.4947694350107397,0,0.34276342434283025,D
Bago (East),MMR111,Bago,Nyaunglebin,MMR007005,202272.3514078065,47534,4752.599775620112,5,11,2,6,3,0.04144734015295885,17,MMR007D001,199483,249515,272.60480880889247,6,0,0,82327.85738524441,0.3333333333333333,5,6. Secondary cities/towns in agricultural areas,0.11566730709083595,0.6738304812117422,0.6154247596997788,0.727804834457799,0.31217549728583593,0.05700000000000005,0.471,0.05287179072645082,0.05794039934282441,0.20289910222837898,0.37822183380905533,0.3553032550304353,0.6421772979110929,0.7063943309648774,0.09307277337452033,0.5084651197067968,0.054741387508878414,0.16657345209551866,0.44650107349992507,0.5509999999999999,0.10099999999999998,0.43299999999999994,0,0.05422720553196898,0.17478392610223345,0.6154247596997788,0.5677005692252453,0.31217549728583593,0.06185482382516007,0.4010953595353845,0,0.2734077676507009,D
